 itu adalah sudah nenek nenek saya heran sama cebong biasanya bohong terus 	negative
 islam nusantara produk jil dipasarkan dengan gencar oleh antek jil dan sementara jil anti arab tapi pro asing dan kata almarhum kh hasyim muzadi 	negative
dari habis sahur sampai jam si bayi sudah nete sekarang rasanya lemas tak terkira 	negative
 tidak kak emak adalah tidak suka sama yang sipit wkwk 	negative
 kelakuan homo jaman now ngentot saja sambil live di blued gay video gvid lokal hangat 	negative
 tidak kak gue bukan orang jawa maaf ya gue orang palembang soalnya kakak saja deh yang belajar aksara jawa atau kelak mau belajar budaya palembang 	negative
pegawai guardian training lagi kayak gue kayak gembel cuma kaos sama flat shoes bertanya dijutekin bangsat memang malas belinya juga kabur gue ke matahari 	negative
 bajingan yang telah melukai lady harus menerima ganjaran seratus kali lipat sanji 	negative
ajakan menolak berita hoaks dan sukseskan pilihan kepala daerah di wilayah kota kediri 	neutral
 presiden ri jokowi luar biasa kerja nya tulus ikhlas untuk 	positive
edan memang tujuannya fabiano 	positive
tidak pernah mendalami al alquran ya bang pantas saja mulutnya kayak orang kafir bejat hina farhat abbas law 	negative
sangat terlihat beda sekali kewibawaannya yang sangat berwibawa cuma gubernur indonesia masya allah 	negative
anjir baru kali ini lihat orang bego mau debat pilihan kepala daerah kerjanya menyerang karakter kecewa on kamu empok silvy and agus debat final pemilihan kepala daerah jakarta	negative
 gubernur zaman now rt keanekaragaman budaya suku agama itulah sesungguhnya kekayaan kita tutur djarot di hadapan peserta rakercabsu 	negative
 apa iya islam itu tidak boleh di lokalisasi lah kristen saja mas ada nusantaranya mas lihat saja di gereja di bandung ada yang pakai gamelan dan ada yang khotbah pakai bahas sunda jawa ada huria kristen batak protestan juga kurang nusantara apa 	negative
ciptakan situasi keamanan dan ketertiban masyarakat menjelang pilihan kepala daerah kepala kepolisian sektor konang silaturahmi ke tokoh masyarakat	neutral
 positif kok nse positif respon masyarakat terhadap dan cangkul impor dan garam impor dan beras impor dan jagung impor dan tenaga kerja impor dan esemka impor dan dan 	negative
 kata sembahyang mengadopsi tradisi lokal pada masa pekerjaan hindu dan istilah lahir dari tradisi ritus yang tunggal sama dengan menyembah all	negative
kamu pendidikan tinggi tapi bodoh tidak ada larang bawa agama biar orang islam yang di bayar ahok sadar tidak jadi memilih ahok gila	negative
 ahok the best abaikan kaum kampret otak micin 	negative
 sih otak tempurung adalah tidak usah di meladeni semakin di lawan semakin belum dan dungu dan kalau tidak begitu dia tidak makan hehe 	negative
 awaasss jangan sampai beritanya sampai ke saudara gerung nanti susah mencari kosakatanya kalau bocor saja memicing mata bibir monyong kesamping suara keluar ky lagi nhn kentut politik kotor sekali zaman ini kalau tahu brt ini pulang sambil ky nhn ngeden dungu 	negative
pinokio umur tahunan itu 	negative
 cerita silat lae semacam kho merah muda oh yang dari indonesia tapi liang ie shen penulis dari cina 	negative
 benci sekali dengan umat islam	negative
 provokasi mayat politisasi agama penyebab kekalahan pilihan kepala daerah daerah khusus ibukota beginilah cara cebong mendeskripsikan kekalahan junjungannya for your information ahok belum pernah ikut pemilihan apapun kecamatan jadi wakil dan dia bukanlah etnis mayoritas	negative
 dari pada gue nete 	negative
 wkwk bani lowo 	negative
takabur bisa lahir dari siapa saja penguasa rakyat ulama maupun cendikia bahkan iblis makhluk yang alim amp telah beribadah tahun dilaknat karena hasud takaburnya apalagi hanya seorang ahli ilmu filsafat yang tidak failosof mari kita demo diri sendi	negative
a orang yang suka ke konser konser sedikit boros 	negative
 sampai kapan makan racun banyak ulama yang mengatakan hukum rokok mubah dan ada juga 	negative
susilo bambang yudhoyono presiden ri ke meminta khofifah emil untuk dekat dengan masyarakat no bisa bagus 	neutral
 sudah biasa kali gue penggemar korea pop tapi kalau mengomong sama gue idol gue banci homo 	negative
saya suka video awal kisah perseteruan haji bolot amp malih tongtong 	positive
budaya kafir bersungguh kalau islam tidak diindahkan 	negative
 lah lah lah hem hem semua diam semua bisu dan kita coba tanya sama rumput yang bergoyang dan xab xab xab xaa xaa xaa 	positive
apabila setan membisikkan was was kepadamu mintalah perlindungan kepada allah qs al a dan fussilat 	positive
 kalau kamu ateis apa sibuk dengan agama orang 	negative
lengserkan jokowi bangsat 	negative
 selamat hari kartini 	neutral
 bajingan homo terhadap kita terutama di kamar mandi jangan biarkan sendiri 	negative
 iya cocot 	negative
 karena budaya indonesia 	negative
 yang mengajarkan salat a saja itu orang asing dia hanya ingin memecah belah islam 	negative
 x kamu berbicara saja tidak benar bangkai 	negative
 kita semua tidak pernah akan memercayai yang negara kita di suatu hari nanti akan dijajah oleh ke ranah terdapat beraja di negara kita kini untuk menjadikan sebagai negara republik komunis padahal penjaja	negative
tapi masih menikmati kebijakan yang dulu diusulkan partai komunis indonesia lah iya apa 	negative
kalau seumpama orang cina di usir paksa dari indonesia bagaimana	negative
 bunda ngentot yuk 	positive
 cina babi cina maling dan usir cina hypertext transfer protocol over secure socket layer t co 	negative
bung karno anti asing dan beliau dari jawa coba deh adakan konsensus lebih banyak mana jawa yang anti asing atau pro asing karena kebo ohannya dan kalau kami keliru kami tutup akun 	negative
proyek korupsi rezim susilo bambang yudhoyono 	negative
 wajar saja lihat saja tingkah beberapa petinggi negeri ini yang suka mencampur bahas indonesia dengan bahas asing setiap kali bicara 	negative
ab pribadi yang senang berkompetisi dalam hal yang baik dan positif	positive
 terus menurut kamu kitab suci agama apa yang di bilang om mendadak kalap	negative
 suka menutup mata tidak ditutup pun sudah terlihat tertutup sipit 	negative
 saya sebagai muslim tidak merasa pak menistakan kitab suci alquran an karena dalam alquran an sendiri ada beberapa suku kata yang sampai detik ini belum diketahui makna faktualnya oleh umat islam tetapi kami yaitu kata tersebut ada makna yang tersirat fiksi yang belum	negative
 eh kasar kamu kampang 	negative
bentar lagi gue rilis album the onta si wkwk 	negative
 ada cebong bang dia merasa paling benar 	negative
najis banget gue mentwit apa barusan he 	negative
kamu transgender atau bagaimana anjing 	negative
 awas bintitan kamu mengintip titit kucing 	negative
 bawel bawa perasaan bolot baik bodor enggak jelas wkwk apa ya sudah itu saja deh 	negative
 gue menyarankan tidak perlu banyak bacot maling ayat langsung to the point saja kamu jadi orang yang tidak sepaham kamu teriaki saja kafir sesat liberal pemuja dukun bla blaaa pasti hatimu puas deh 	negative
jangan salah target bukan ahok agenda utama lengserkan jokowi 	negative
 masa baru kena tagar saja sudah kepanasan ingin tahu banget 	negative
maju kamu sini duit tapi kamu goyang kaki tak buat pape mana lah duit nak maju kat kamu bodoh 	negative
 huria kristen batak protestan berdiri itu sejak pecahnya kristen katolik pada zaman penjajahan belanda dulu tidak ada yang namanya kristen protestan yang ada cuma kristen katolik terjadilah perpecahan dan berdirilah huria kristen batak protestan yang pertama kali di tarutung dan nah sekarang anda saya k	negative
apa apa banyak baca biar pintar jepang amerika cina utang sama siapa anda tau tidak 	negative
prabowo sudah kalah menyebut bantuan jokowi hanya pencitraan adalah ratapan pilu	negative
 dan yang takut dengan azan adalah iblis 	negative
 yang goblok itu adalah bani cebong tukang tipu penjilat penguasa yang ketahuan gerakan masa yang dibayar pakai nasi bungkus propaganda nasi bungkus memang selalu gagal 	negative
 wah cebong sewot dan 	negative
 gerakan ini menekankan pentingnya kerja keras secara total untuk tingkatkan potensi bangsa	negative
padahal gubernur saat ini djarot mayoritas partai politik di dewan perwakilan rakyat daerah juga pendukung ahok djarot payah ya mereka 	negative
 rezim rusak bukan memperbaiki sistemnya malah sibuk kesalahan kalau itu pasti ketemu saja komisi pemberantasan korupsi alatnya besok pemerintah berganti berulang kembali engah pernah selesai siapapun organisasi orangnya 	negative
saat orang orang saling menuding antek asing asing sesungguhnya bertepuk tangan 	negative
 nah lah katanya anti asing 	negative
selamat pak semoga bisa terus berkiprah bahkan tingkat nasional 	positive
 saya sih ikut ulama saja	negative
 yang saya ketahui bahwa diketapang banyak tenaga kerja asing asing yang bekerja di berbagai perusahaan termasuk pt who tambang bauksit yang viral saat pemilihan presiden dulu dan bisa jadi ini karena kerja sama tersebut terjadi di era gubernur cornelis dan wakilnya tidak	neutral
 anak pecun tidak dari hobi zina haha 	negative
 aku bom surat berharga syariah negara 	negative
 istirahat saja pak presiden momentum sudah berlalu saya pernah jadi saksi telinga dan mata awal rapat pembentukan pada di pacitan tahun 	positive
pada house select committee on assassination hsca menemukan cacat investigasi yang dilakukan fbi dan warren commission hsca juga menyimpulkan ada empat tembakan yang dilakukan dan kemungkinan terdapat konspirasi di dalamnya 	neutral
 tak terasa genap tahun mendatang april akan digelar hajatan pemilihan presiden acara tahunan negara indonesia untuk memilih presiden semoga senantiasa berjalan aman dan lancar amin 	neutral
 ian pantat 	negative
 mengakuinya orang pintar dan beragama memangnya agama mana yang memperbolehkan menista dan menghujat orang lain jangankan orang bodoh orang yang maaf sejak lahir idiot sekalipun dia kita harus hargai sebagai sesama ciptaan tuhan ingat iblis itu juga pintar dan sangat licik 	negative
pendaftaran calon presiden untuk saja belum dibuka sampai agustus yang normatif begini politikus partai demokrasi indonesia perjuangan masih belum paham 	negative
sih tolol sudah tau pemerintah rezim komunis ini bobrok koruptor bisa pimpinan sidang dewan perwakilan rakyat paya cebong 	negative
dari dulu kenapa bapak gue kalau ke mantan mantan gue selalu merasa sedih sampai kepikiran dan tidak bisa tidur lo dan gue merasa jadi anak yang berengsek saja begitu ke 	negative
cina perusak bangsa usir setuju 	negative
 secara konstitusional hak setiap rakyat woiii begini nih kalau plonga plongo tapi kelakuan otoriter 	negative
mari kita wujudkan pilihan kepala daerah kota bengkulu aman dan damai 	negative
mau tanya serius ini sama presiden jokowi kenapa yang ada cuma islam nusantara kenapa tidak ada kristen nusantara buddha hindu bahkan kong hucu nusantara 	negative
kebersamaan pernyataan moeldoko bukti istana takut dengan kebangkitan umat islam	negative
cowok yang jago drasex mana sini ngentot sama adik luvian 	negative
 kroasia itu kafir tau apa belajar sama kafir sudah lupa sama kapling sorga 	negative
 lah bukan nya menteri soeharto ada yang homo 	negative
gue tau lah bukan yang dulu yang masih culun dan takut semua orang pasti akan berubah entah itu baik buruk 	negative
pada perang salib dulu itu kerajaan di afrika terbagi dua yakni babilonia pemeluk kristen dan tobaco pemeluk islam 	negative
kejar setoran memang cukup bangsat mana rupiah turun 	negative
semoga ini ada tindak lanjutnya pelaporan terhadap penista agama adek armando akan dilakukan langsung oleh ketua umum front pembela islam kh shobri lubis ke badan reserse kriminal markas besar kepolisian republik indonesia gambir jakarta pusat pada selasa pukul waktu indonesia bagian barat perhaps 	neutral
 bangkai hajar 	negative
 onta mati kalau kebanyakan minum 	negative
 ahok tng mereka terus was was hidupnya 	negative
itu baru di sul teng ini ekses akibat tersandera hutang cina 	negative
 pride yunani xbd xcf xce xcf xce xcf xce xce xbd xce xaf xce hyper keangkuhan harga diri kesombongan dikenal juga dengan sebutan hubris vanity harga diri yang tinggi dapat mengubah manusia sombong kesombongan membuat manusia terkutuk dimata tuhan dan dapat membuat manusia mencintai dirinya sendiri 	negative
aku bertanya tujuan pada hati logikaku yang menjawab tapi hati tak tenang aku bertanya pada logika hatiku sedih ku cari jawaban dalam wasiat yang beliau tinggalkan dan aku mulai menjadi terasing dan asing di mata manusia tak apa duhai diri ada	negative
 tak hanya kurang bertaji nya komisi pemberantasan korupsi era ini tapi era ini juga komitmen dalam pemberantasan korupsi tidak surat pemberitahuan tahunan di era pak susilo bambang yudhoyono 	negative
 admin tolol di partai tolol partai tolol untuk orang tolol 	negative
 ayu ting ting goyang hot dekat raffi ahmad nagita slavina kampungan norak 	negative
video tentang tenaga kerja asing dibuat oleh malaysia tapi mengutip pernyataan saya di 	negative
ppp jangan buru buru tolak wacana pilihan kepala daerah lewat dewan perwakilan rakyat daerah	neutral
random ada menyamper ke meja kerja terus bertanya pakai bedak apa sih biar mukanya bersih istri saya butek soalnya ingin ku jawab pakai air wudhu tapi ku kristen 	negative
 kok gue kampret 	negative
memek lonte ingin disodok kontol gede 	negative
jokowi saja yang mundur tutup 	negative
 berbicara apa itu mulut kok seperti banci beli kaca dulu lihat dirimu bro 	negative
 ada amin racist nada amat dani nada ratna sih paiiit nada sih onta nada sih lobang anus jadi jangan takut oi oi kehabisan obat penenang ya 	negative
 tunggu komando imam bejat cabul tai bir xba dan bawa ulama dasar banj sempak 	negative
kabinet berantakan pemecah belah persatuan hanya ada di rezim ini 	negative
ih mengakui lebih pintar dari orang politik mengaca dulu oi tampang kamu saja k orang bego wkwk 	negative
 partai demokrasi indonesia perjuangan menang dengan menekan perusahaan tambang dengan target proyek yang impossible lalu dilelang murah pada antek cina ntb contoh kasus partai demokrasi indonesia perjuangan mau menang dasar bajingan 	negative
 tidak percaya sama mulut buaya mu bawang 	negative
 jika susilo bambang yudhoyono prabowo menyatu melawan mega jokowi maka peristiwa akan terulang dimana partai demokrasi indonesia perjuangan yang incumbent dikalahkan mutlak oleh susilo bambang yudhoyono tetapi jika jokowi mega susilo bambang yudhoyono melawan prabowo mk pemilihan presiden selesai sudah jika poros di pemilihan presiden mk salah satu lawan	neutral
 jangan kayak banci kaleng kamu gatot sering buat gaduh gentleman lah mundur siap bersaing di pemilihan presiden melawan jokowi	negative
bebal 	negative
 yang terakhir karena indonesia negara dengan populasi muslim terbesar di dunia yang mana islam saat ini merupakan musuh barat amp komunis karena dapat menghambat agenda dan kepentingan mereka obviously 	negative
 umuh begitu persib persib kunyuk dan 	negative
 buat film muslim pilih ahok mati enggak di disalatkan dijamin laris 	negative
tapi banu banu yahudi itu tentu beda dengan banu banu kristen suriah salah satu perbedaan ada banu yahudi tetap pakai eloah elohim yahwe sedangkan suriah sudah pakai alah allah 	negative
 eh kenapa muka itu tak dapat cendol ke bukan lah setan cuaca sekarang nih panas 	negative
pemberitaan saracen diframing katak seakan tim prabowo dan anies sandi sebenarnya itu media menumpahkan sakit hati katak dan cebong ehe	negative
giat bhayangkara pembina keamanan dan ketertiban masyarakat brigadir polisi manajemen berbasis sekolah sihombing pada hari ini rabu april melaksanakan sambang desa dan tatap muka sekaligus memantau keamanan dan ketertiban masyarakat menuju pilihan kepala daerah di desa lobusiregar i tepatnya di rumah rudi panjaitan helman siahaan dan hotman siahaan	negative
sayang banget ya melihat perempuan kayak begini tidak ada status tetapi sudah menempel sama laki laki sana sini aduh nagita slavina blak blak sebut ayu ting ting kampungan viva 	negative
 jangan lupa juga kang umat katolik dan minoritas lainnya diperhatikan gubernur untuk semua golongan bukan satu golongan 	negative
 kan saya bukan cebong sudah dibilangi dari kemarin masih mengeyel situ memaksa saya jadi cebong 	negative
 kelemahan gerindra itu ada di orang ini prabowo turun elektabilitasnya karena congor fadli zon surat pemberitahuan tahunan durno 	negative
selamat hari kartini setiap kali selalu dirayakan lalu apa maknanya kali ini 	positive
foto memang bisu tetapi memiliki banyak arti yang susah diartikan sama seperti kamu susah diartikan mau putus atau lanjut 	negative
 wkwk aku sudah mengalaminya setibanya muncul grub wa a dan bani abdi hadi a k a mbahku dan seketika aku mek kenal beberapa orang saja 	negative
ayah pres badar dan nuqaba paling boekkk dia nih hebat dalam bidang agama x takut natural killer tegur member sendiri dan selalu buat lawak hambar yang paling aku ingat sampai sekarang lawak dia kalau orang cukup jom gerak sekarang dia akan gerakan badan dia yang chubby itu 	negative
 seorang anak pekan telah mengilhamkan dasar ekonomi baru deb dan menjadi penggerak utama kepada kemajuan ekonomi luar bandar beliau adalah allah ya rahman tun abdul razak ds malaysia memilih hogohundi	positive
 haha sialaaan nih sih ternyata kalau lagi lapar presiden juga mau disikat sama dia 	negative
 mau menasihati kali supaya tidak nih rezim eh tapi ini negeri sudah keburu hancur nah sekarang saja ekonomi moral menikah kacaoooooo 	negative
 alah silit kebelet kenapa dikasihani orang makin sayang saya pak setelah kasus media sosial gue baru sadar beberapa hal di satu instansi kemarin nanti gue ceritakan duuuhhh 	negative
 iya tadi cacat 	negative
 tahun rakyat makan aspal dan beton ini adalah solusi jitu mengurangi kemiskinan keahlian cebong hanya tukang tipu cebong adalah begitu goblok enggak ketulungan plonga plongo mengakibatkan optimisme berlebihan 	negative
 aku pernah sempat baca tentang harun yahya ini yang membelot ke kubu yahudi dengan freemason nya kadang suka tidak percaya 	positive
kita maju bersama ulama kita bergerak bersama semua tokoh agama untuk indonesia ikut gus mus	negative
 	positive
 mukidi terlalu percaya diri pertanyaan mudah ya dijawab yang keras tapi saya meminta dijawab yang keras siapa nama saya 	negative
 kemarin di hujat sekarang mengharap dasar para bani kampret 	negative
 penjelasan saya bukan fitnah silakan dibantah apollinaris darmawan sebut al alquran kitab sampah	negative
monyet saja koloe dibilang saudara sama kamu pasti ogah hidupmu kok begini amat ya itu hati apa comberan 	negative
body lufra scrub dengan bahan dasar lidah buaya untuk melembabkan kulit amp lebih bercahaya info body mass index 	neutral
 tak punya cacat di masa lalu karena belum bermasa lalu 	negative
 penganut bumi datar juga soalnya teori bumi bulat kan dari orang asing yang notabene musuh mereka 	negative
becak warga binjai hendak disita karena gunakan tenda bertuliskan partai keadilan sejahtera meradang bukti pemerintah panik dan takut 	negative
lebih baik jokowi mundur 	positive
musyawarah nasional alim ulama ppp di semarang menghasilkan lima rekomendasi syarat dan kriteria kriteria bagi calon wakil presiden yang akan mendampingi bapak jokowi di mendatang romahurmuziy	neutral
 luar biasa pencerahan nya saya merasa gagal sebagai anak ekonomi wkwk	negative
 kafan berasal dari budaya yahudi kenapa umat islam mengklaim 	negative
oleh rezim sekarang atas kendali negara cina komunis yang menjadi patron tunggal rezim anti islam jokowi 	negative
 itu tanda nya mau pilihan kepala daerah dan pemilihan presiden	neutral
 membangun masyarakat yang gotong royong toleran dan harmoni selaras nilai budaya jawa barat yang luhur 	positive
ketabahan pasangan dan taufik dan puan dan iyana yang wajar dicontohi jom kita beri sumbangan untuk meringankan beban pasangan ini come on twitter do your berpikir badan standarisasi nasional bank islam dan iyana bosan abdul razif 	neutral
 apa sih tai baru begitu doang belaganya sudah selangit tidak ingat ada karma nanti beberapa tahun lagi kalau idol kamu flop gue tertawa paling keras 	negative
 celeng kangen gue iya 	negative
 terangi negeri dengan budaya yuk pada mengunjungi ke purwokerto mumpung ada even rakyat purwokerto ekstra vaganza banyumas	positive
presiden itu punya dana taktis dia bisa menggunakan untuk kepentingan rakyatnya di luar pemerintah yang sudah ada soal program banyak sekali ada pembangunan infrastruktur kip kartu indonesia sehat sertifikat tanah perhutanan sosial bahan bakar minyak harga padat karya 	neutral
 amin ya allah timnya kinan saja sampai pelatihan ular karena dia dapat di rawa rawa aku dapatnya di sungai gede begitu dan musuhnya buaya wkwk 	positive
 maju kamu memaki mama aku bolot 	neutral
gerombolan kadal jidat gosong memang begitu sukanya ribut tapi kalau gerombolannya yang salah budek dasar gerombolan cingkrang 	negative
 sebegitu gentarnya dia takut terhadap kafir 	negative
 betul padahal saracen juga siapa sehingga akun yang kritis dianggap saracen kan aneh jokowi	negative
 siapa bego kamu bukan teman gue najis sudah kesal sendiri gue 	negative
 kafir kristen selalu buat ulah	negative
 tau dong bau baunya sudah keciri ini sipit buluk 	negative
 kayak memegang bukan mucikari 	negative
guru tk darma wanita persatuan desa plumbon porong deklarasi anti hoaks ujaran kebencian isu sarah dan mendukung pilihan kepala daerah damai	negative
 anjir seram mainnya begituan 	negative
 kayaknya bisa atau cuma bank tertentu bilang saja mau jual uang asing tukar ke rupiah 	neutral
 onta yaman nih dan setahun lagi gue deportasi kamu 	negative
hati hati berita pilihan kepala daerah yang berbau hoaks madiun madiun today kotak karismatik madiun tolak cukai ilegal kunjungi juga	neutral
 anak cocot ya ini 	negative
 ketahuan hoaks ya fahri makanya kalau ambil berita tuyg pembaruan jangan dari tong sampah diambil terus di screenshoot taunya berita sudah	negative
mantap direct message dekat sama barisan serba guna bang 	positive
ternyata ada lebah yang tidak suka bunga tapi makan bangkai gue penasaran madu nya kayak bagaimana 	negative
 pantas indonesia mundur dalam segala bentuk	negative
 nah yang dongok yang bilang hacker haha 	negative
 haha blunder kamu cebong yang tidak memberi itu protein energy malnutrition pusat dengan alasan ham kalau rakyat aceh ya mau kali pun coba kamu datangi pemerintah bilang suruh buat hukum islam kaffah di aceh kalau dewan perwakilan rakyat a	negative
bangsat gue sudah menyelam sampai balik lagi ke atas 	negative
saya tak bisa dipancing pancing dengan urusan penistaan atau bukan saya hanya berbicara pemahaman saya tentang fiksi dan kitab suci 	negative
 cebong kacung itu kita teman gue dungunya sampai ke tulang jadi jangan energi debat sama mereka 	negative
 partai korupsi sapi goblok 	negative
sinyal kontol pemeliharaan apalagi ini niat tidak sih login twitter doang susah amat bagaimana mau open redtube setan 	negative
 matanya aku tak mau aku kafir wkwk 	negative
 jadi ingat facebook anjir lupa aku 	negative
 kalau aku sih bakal bilang alah kontol 	negative
nikita mirzani sudah pakai hijab yang masih berbicara cebang cebong sudah pernah fantasikan dia belum uh ah cokorers 	negative
 tatapannya dialihkan ke arah lain enggan menatap pria mencurigakan itu lagi pula siapa yang pertama kali membuat gaduh suasana jika angie tidak menemukan ada seorang pria asing yang tidur di sofanya kejadian seperti ini tidak akan terjadi 	negative
lahir dan berkembangnya gerakan komunis di indonesia tidak dapat dipisahkan dari sebuah organisasi yang bernama indische sociaal democratische vereeniging 	negative
shaheizy sama wajah baharu calpis	negative
 ya terserah kamu saja balasnya kembali fokus kepada pekerjaan kita kami mengerjakan tugas proyek seni budaya hanya dalam hari setelahnya langsung dikumpul dan dipresentasikan bersyukur nilainya memuaskan setelah kejadian proyek itu kami makin	negative
tidak akan bro	negative
kelakuan bodoh masuk kategori perbuatan tidak menyenangkan dan kelakuan sontoloyo sangat menganggu persatuan bangsa dan kelakuan naif secara tidak langsung sebagai bentuk intimidasi terhadap ulama dan kelakuan 	negative
monyet turun ke pemukiman warga cibadak sukabumi 	negative
 kotor tidak masalah yang penting bahagia warganya cebong mana mengerti 	negative
mau giveaway taplak meja tapi nanti yang menang cuma the rich chenle 	negative
 sudah kebuka satu demi satu kebusukan kubu anies sandi yang menang dengan tanpa berkah dan prabowo berusaha cuci tangan	neutral
 wkwk bodoh bang 	negative
 bukan kayak orang bego bro tapi memang b ego 	negative
kementerian lingkungan hidup dan kehutanan upayakan pemerataan ekonomi melalui tora di kawasan hutan dan perhutanan sosial tribun medan	neutral
 pak mahfud md sudah berpaling dari allah subhanahu wa taala pemberang demi bangsa ajak semua buang islam	negative
 bego kebanyakan minum amp makan kotoran onta otak nya somplak 	negative
apa yang terkuak semuanya sudah jelas sejak awal memang itu strategi kampanye kami di tim pemenangan anies sandi 	negative
 warga badui setelah selesai memperingati tradisi seba di pendopo pemerintah kabupaten lebak akan dilanjutkan kembali bertemu dengan gubernur banten wahidin halim hari ini sabtu 	neutral
 anti korupsi masa lalu bubar karena sentuh kekuasaan giliran komisi pemberantasan korupsi kenapa partai demokrasi indonesia perjuangan partai politik penguasa yang pulang mengotot ingin bubarkan komisi pemberantasan korupsi 	negative
 justru mas kalau menyudutkan salah satu agama tertentu malah bahaya itulah pak rocky ini cerdik dia bisa menyusun kalimat yang tepat amp pantas digunakan inti dari ini dia mau kasih tau pengertian fiksi sebenarnya ayolah mas nya i	negative
para pendukung calon presiden gagal pindah on selalu sibuk urus asing bawa kabur uang rupiah t tapi tidak sadar kenapa asing bisa kabur bawa uang sebanyak itu tanpa didukung pribumi anjing mustahil asing bisa pribumi hanya diam kalau disogok mental kacung memang 	negative
 kamu rabun apa budek gue menulis tidak berbicara dan 	negative
bismillah menahan sepo yang terkutuk 	positive
 brahahahaaa cebong nya ahoker cebong belum cebok 	negative
update status bikin selesai tidak ya kok jancuk sekali jembut 	negative
 pak walaupun anda muslim sebagai pejabat negara anda harus bertindak demi bangsa negara	negative
 ikan yang sudah sembuh dari sakitnya dan yang masih terselamatkan bagus laik jual harus dipisah atau diseleksi dari ikan yang cacat permanen untuk pemeliharaan lebih lanjut dan dan kesehatan ikan ncc 	positive
artinya apa pribumi sadari lihat siapa mereka kecuali kalian sama sama cina komunis misionaris abaikan twit ini usir cina indonesia	negative
presiden yang anda tuduh rezim anti islam sudah banyak berbuat untuk negeri ini sudah banyak berbuat untuk umat 	negative
 manusia bangsat 	negative
 tetapi ingat ya jangan sampai cina mengenalkan wisata haram juga ke indonesia haha	negative
 bertanya di mana prabowo dan partai keadilan sejahtera saja bib kan asyik itu dianggap antek prabowo dan antek partai keadilan sejahtera hidupmu pasti lebih dramatis	negative
persahabatan salah lovren ini jadi bukti bahwa beda suku agama ras bukanlah halangan dalam membina hubungan dengan sesama umat manusia perbedaan justru menjadi warna tersendiri dalam menjalin pertemanan terima kasih lovren salah favorit best friend forever bro	positive
 sama saja lah lae meskipun sudah turun menurun tetapi ideologi partai komunis indonesia selalu melekat di jiwa mereka 	negative
 saya juga kesal kalau ada yang merokok sambil naik motor iyakan kadang pengap kalau ditutup terus apalagi macet 	negative
